CustomerName,ProductId,CustomerProductCode,ProductName,ProductNumber,APSCode,CustomerCode,LMSCustomerName,LMSCustomerId,ProductType,ProductStatus,ClientDepartment,Analysisfield1,Analysisfield2,OMProductId,SellingUOM,CustomerId,ProductOwner,ProductManager,VatRate,ChargingCategory
Moon and Stars,13,SAMPLE_0013,Sample Product 13,PX0000013,PX0000013,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,13,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,14,SAMPLE_0014,Sample Product 14,PX0000014,PX0000014,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,14,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,15,SAMPLE_0015,Sample Product 15,PX0000015,PX0000015,999,Moon Stars LMS Account,999,CLTH,DRAFT,Moon,M0001,NULL,15,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,16,SAMPLE_0016,Sample Product 16,PX0000016,PX0000016,999,Moon Stars LMS Account,999,CLTH,DRAFT,Sun,M0002,NULL,16,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,17,SAMPLE_0017,Sample Product 17,PX0000017,PX0000017,999,Moon Stars LMS Account,999,CLTH,DRAFT,Moon,M0001,NULL,17,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,18,SAMPLE_0018,Sample Product 18,PX0000018,PX0000018,999,Moon Stars LMS Account,999,CLTH,DRAFT,Stars,M0002,NULL,18,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,19,SAMPLE_0019,Sample Product 19,PX0000019,PX0000019,999,Moon Stars LMS Account,999,CLTH,DRAFT,Sun,M0001,NULL,19,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,20,SAMPLE_0020,Sample Product 20,PX0000020,PX0000020,999,Moon Stars LMS Account,999,CLTH,DRAFT,Sun,M0001,NULL,20,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,21,SAMPLE_0021,Sample Product 21,PX0000021,PX0000021,999,Moon Stars LMS Account,999,CLTH,DRAFT,Sun,M0001,NULL,21,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,22,SAMPLE_0022,Sample Product 22,PX0000022,PX0000022,999,Moon Stars LMS Account,999,CLTH,DRAFT,Moon,M0001,NULL,22,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,23,SAMPLE_0023,Sample Product 23,PX0000023,PX0000023,999,Moon Stars LMS Account,999,FORM,DRAFT,Sun,M0003,NULL,23,PACK 50,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,24,SAMPLE_0024,Sample Product 24,PX0000024,PX0000024,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,24,PACK 6,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,25,SAMPLE_0025,Sample Product 25,PX0000025,PX0000025,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,25,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,26,SAMPLE_0026,Sample Product 26,PX0000026,PX0000026,999,Moon Stars LMS Account,999,ENVE,DRAFT,Sun,M0002,NULL,26,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,27,SAMPLE_0027,Sample Product 27,PX0000027,PX0000027,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,27,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,28,SAMPLE_0028,Sample Product 28,PX0000028,PX0000028,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,28,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,29,SAMPLE_0029,Sample Product 29,PX0000029,PX0000029,999,Moon Stars LMS Account,999,PROM,DRAFT,Sun,M0001,NULL,29,PACK 50,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,30,SAMPLE_0030,Sample Product 30,PX0000030,PX0000030,999,Moon Stars LMS Account,999,PROM,DRAFT,Sun,M0001,NULL,30,PACK 100,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,31,SAMPLE_0031,Sample Product 31,PX0000031,PX0000031,999,Moon Stars LMS Account,999,ENVE,DRAFT,Stars,M0001,NULL,31,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,32,SAMPLE_0032,Sample Product 32,PX0000032,PX0000032,999,Moon Stars LMS Account,999,PROM,DRAFT,Sun,M0002,NULL,32,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,33,SAMPLE_0033,Sample Product 33,PX0000033,PX0000033,999,Moon Stars LMS Account,999,PROM,DRAFT,Sun,M0001,NULL,33,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,34,SAMPLE_0034,Sample Product 34,PX0000034,PX0000034,999,Moon Stars LMS Account,999,FULL,DRAFT,Stars,M0001,NULL,34,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,35,SAMPLE_0035,Sample Product 35,PX0000035,PX0000035,999,Moon Stars LMS Account,999,FULL,DRAFT,Stars,M0001,NULL,35,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,36,SAMPLE_0036,Sample Product 36,PX0000036,PX0000036,999,Moon Stars LMS Account,999,FULL,DRAFT,Stars,M0002,NULL,36,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,37,SAMPLE_0037,Sample Product 37,PX0000037,PX0000037,999,Moon Stars LMS Account,999,FULL,DRAFT,Moon,M0001,NULL,37,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,38,SAMPLE_0038,Sample Product 38,PX0000038,PX0000038,999,Moon Stars LMS Account,999,FULL,DRAFT,Stars,M0002,NULL,38,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,39,SAMPLE_0039,Sample Product 39,PX0000039,PX0000039,999,Moon Stars LMS Account,999,BKLT,DRAFT,Moon,M0001,NULL,39,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,40,SAMPLE_0040,Sample Product 40,PX0000040,PX0000040,999,Moon Stars LMS Account,999,POSA,DRAFT,Stars,M0001,NULL,40,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,41,SAMPLE_0041,Sample Product 41,PX0000041,PX0000041,999,Moon Stars LMS Account,999,FORM,DRAFT,Sun,M0001,NULL,41,PACK 50,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,42,SAMPLE_0042,Sample Product 42,PX0000042,PX0000042,999,Moon Stars LMS Account,999,BROC,DRAFT,Stars,M0001,NULL,42,PACK 25,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,43,SAMPLE_0043,Sample Product 43,PX0000043,PX0000043,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0003,NULL,43,SINGLE,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,44,SAMPLE_0044,Sample Product 44,PX0000044,PX0000044,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,44,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,45,SAMPLE_0045,Sample Product 45,PX0000045,PX0000045,999,Moon Stars LMS Account,999,PAD,DRAFT,Sun,M0001,NULL,45,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,46,SAMPLE_0046,Sample Product 46,PX0000046,PX0000046,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0002,NULL,46,PACK 12,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,47,SAMPLE_0047,Sample Product 47,PX0000047,PX0000047,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,47,PACK 5,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,48,SAMPLE_0048,Sample Product 48,PX0000048,PX0000048,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,48,PACK 12,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,49,SAMPLE_0049,Sample Product 49,PX0000049,PX0000049,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,49,PACK 10,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,50,SAMPLE_0050,Sample Product 50,PX0000050,PX0000050,999,Moon Stars LMS Account,999,LFLT,DRAFT,Moon,M0001,NULL,50,PACK 250,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,51,SAMPLE_0051,Sample Product 51,PX0000051,PX0000051,999,Moon Stars LMS Account,999,CARD,DRAFT,Sun,M0001,NULL,51,PACK 500,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,52,SAMPLE_0052,Sample Product 52,PX0000052,PX0000052,999,Moon Stars LMS Account,999,LTHD,DRAFT,Sun,M0002,NULL,52,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,53,SAMPLE_0053,Sample Product 53,PX0000053,PX0000053,999,Moon Stars LMS Account,999,PROM,DRAFT,Sun,M0001,NULL,53,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,54,SAMPLE_0054,Sample Product 54,PX0000054,PX0000054,999,Moon Stars LMS Account,999,PROM,DRAFT,Moon,M0001,NULL,54,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,55,SAMPLE_0055,Sample Product 55,PX0000055,PX0000055,999,Moon Stars LMS Account,999,PROM,DRAFT,Sun,M0001,NULL,55,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,56,SAMPLE_0056,Sample Product 56,PX0000056,PX0000056,999,Moon Stars LMS Account,999,PROM,DRAFT,Moon,M0002,NULL,56,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,57,SAMPLE_0057,Sample Product 57,PX0000057,PX0000057,999,Moon Stars LMS Account,999,LFLT,DRAFT,Moon,M0001,NULL,57,PACK 250,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,58,SAMPLE_0058,Sample Product 58,PX0000058,PX0000058,999,Moon Stars LMS Account,999,BN,DRAFT,Moon,M0002,NULL,58,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,59,SAMPLE_0059,Sample Product 59,PX0000059,PX0000059,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,59,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,60,SAMPLE_0060,Sample Product 60,PX0000060,PX0000060,999,Moon Stars LMS Account,999,PROM,DRAFT,Moon,M0001,NULL,60,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,61,SAMPLE_0061,Sample Product 61,PX0000061,PX0000061,999,Moon Stars LMS Account,999,LFLT,DRAFT,Moon,M0001,NULL,61,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,62,SAMPLE_0062,Sample Product 62,PX0000062,PX0000062,999,Moon Stars LMS Account,999,LFLT,DRAFT,Moon,M0001,NULL,62,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,63,SAMPLE_0063,Sample Product 63,PX0000063,PX0000063,999,Moon Stars LMS Account,999,LFLT,DRAFT,Stars,M0003,NULL,63,PACK 25,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,64,SAMPLE_0064,Sample Product 64,PX0000064,PX0000064,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,64,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,65,SAMPLE_0065,Sample Product 65,PX0000065,PX0000065,999,Moon Stars LMS Account,999,LFLT,DRAFT,Stars,M0001,NULL,65,PACK 25,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,66,SAMPLE_0066,Sample Product 66,PX0000066,PX0000066,999,Moon Stars LMS Account,999,LTHD,DRAFT,Moon,M0002,NULL,66,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,67,SAMPLE_0067,Sample Product 67,PX0000067,PX0000067,999,Moon Stars LMS Account,999,PROM,DRAFT,Moon,M0001,NULL,67,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,68,SAMPLE_0068,Sample Product 68,PX0000068,PX0000068,999,Moon Stars LMS Account,999,FORM,DRAFT,Stars,M0001,NULL,68,PACK 100,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,69,SAMPLE_0069,Sample Product 69,PX0000069,PX0000069,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,69,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,70,SAMPLE_0070,Sample Product 70,PX0000070,PX0000070,999,Moon Stars LMS Account,999,LFLT,DRAFT,Moon,M0001,NULL,70,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,71,SAMPLE_0071,Sample Product 71,PX0000071,PX0000071,999,Moon Stars LMS Account,999,FORM,DRAFT,Moon,M0001,NULL,71,PACK 20,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,72,SAMPLE_0072,Sample Product 72,PX0000072,PX0000072,999,Moon Stars LMS Account,999,FORM,DRAFT,Moon,M0002,NULL,72,PACK 50,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,73,SAMPLE_0073,Sample Product 73,PX0000073,PX0000073,999,Moon Stars LMS Account,999,CARD,DRAFT,Stars,M0001,NULL,73,PACK 10,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,74,SAMPLE_0074,Sample Product 74,PX0000074,PX0000074,999,Moon Stars LMS Account,999,PROM,DRAFT,Sun,M0001,NULL,74,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,75,SAMPLE_0075,Sample Product 75,PX0000075,PX0000075,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,75,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,76,SAMPLE_0076,Sample Product 76,PX0000076,PX0000076,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0002,NULL,76,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,77,SAMPLE_0077,Sample Product 77,PX0000077,PX0000077,999,Moon Stars LMS Account,999,LFLT,DRAFT,Sun,M0001,NULL,77,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,78,SAMPLE_0078,Sample Product 78,PX0000078,PX0000078,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0002,NULL,78,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,79,SAMPLE_0079,Sample Product 79,PX0000079,PX0000079,999,Moon Stars LMS Account,999,LTHD,DRAFT,Sun,M0001,NULL,79,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,80,SAMPLE_0080,Sample Product 80,PX0000080,PX0000080,999,Moon Stars LMS Account,999,CARD,DRAFT,Sun,M0001,NULL,80,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,81,SAMPLE_0081,Sample Product 81,PX0000081,PX0000081,999,Moon Stars LMS Account,999,LFLT,DRAFT,Sun,M0001,NULL,81,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,82,SAMPLE_0082,Sample Product 82,PX0000082,PX0000082,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,82,PACK 6,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,83,SAMPLE_0083,Sample Product 83,PX0000083,PX0000083,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0003,NULL,83,PACK 50,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,84,SAMPLE_0084,Sample Product 84,PX0000084,PX0000084,999,Moon Stars LMS Account,999,LTHD,DRAFT,Sun,M0001,NULL,84,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,85,SAMPLE_0085,Sample Product 85,PX0000085,PX0000085,999,Moon Stars LMS Account,999,LFLT,DRAFT,Sun,M0001,NULL,85,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,86,SAMPLE_0086,Sample Product 86,PX0000086,PX0000086,999,Moon Stars LMS Account,999,FORM,DRAFT,Moon,M0002,NULL,86,PACK 25,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,87,SAMPLE_0087,Sample Product 87,PX0000087,PX0000087,999,Moon Stars LMS Account,999,FORM,DRAFT,Stars,M0001,NULL,87,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,88,SAMPLE_0088,Sample Product 88,PX0000088,PX0000088,999,Moon Stars LMS Account,999,FORM,DRAFT,Stars,M0001,NULL,88,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,89,SAMPLE_0089,Sample Product 89,PX0000089,PX0000089,999,Moon Stars LMS Account,999,FORM,DRAFT,Stars,M0001,NULL,89,PACK 20,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,90,SAMPLE_0090,Sample Product 90,PX0000090,PX0000090,999,Moon Stars LMS Account,999,FORM,DRAFT,Sun,M0001,NULL,90,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,91,SAMPLE_0091,Sample Product 91,PX0000091,PX0000091,999,Moon Stars LMS Account,999,FORM,DRAFT,Moon,M0001,NULL,91,PACK 20,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,92,SAMPLE_0092,Sample Product 92,PX0000092,PX0000092,999,Moon Stars LMS Account,999,FORM,DRAFT,Sun,M0002,NULL,92,PACK 20,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,93,SAMPLE_0093,Sample Product 93,PX0000093,PX0000093,999,Moon Stars LMS Account,999,FORM,DRAFT,Stars,M0001,NULL,93,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,94,SAMPLE_0094,Sample Product 94,PX0000094,PX0000094,999,Moon Stars LMS Account,999,FORM,DRAFT,Sun,M0001,NULL,94,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,95,SAMPLE_0095,Sample Product 95,PX0000095,PX0000095,999,Moon Stars LMS Account,999,FORM,DRAFT,Stars,M0001,NULL,95,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,96,SAMPLE_0096,Sample Product 96,PX0000096,PX0000096,999,Moon Stars LMS Account,999,FORM,DRAFT,Moon,M0002,NULL,96,PACK 20,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,97,SAMPLE_0097,Sample Product 97,PX0000097,PX0000097,999,Moon Stars LMS Account,999,LFLT,DRAFT,Moon,M0001,NULL,97,PACK 30,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,98,SAMPLE_0098,Sample Product 98,PX0000098,PX0000098,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0002,NULL,98,PACK 5,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,99,SAMPLE_0099,Sample Product 99,PX0000099,PX0000099,999,Moon Stars LMS Account,999,LTHD,DRAFT,Stars,M0001,NULL,99,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,100,SAMPLE_0100,Sample Product 100,PX0000100,PX0000100,999,Moon Stars LMS Account,999,LFLT,DRAFT,Stars,M0001,NULL,100,PACK 20,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,101,SAMPLE_0101,Sample Product 101,PX0000101,PX0000101,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,101,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,102,SAMPLE_0102,Sample Product 102,PX0000102,PX0000102,999,Moon Stars LMS Account,999,BROC,DRAFT,Moon,M0001,NULL,102,PACK 100,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,103,SAMPLE_0103,Sample Product 103,PX0000103,PX0000103,999,Moon Stars LMS Account,999,FOLD,DRAFT,Sun,M0003,NULL,103,SINGLE,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
